code,description
8509.80.10,Enceradeiras de pisos
8509.80.90,Outros
8509.90.00,- Partes
85.10,"Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, com motor elétrico incorporado."
8510.10.00,- Aparelhos ou máquinas de barbear
8510.20.00,- Máquinas de cortar o cabelo ou de tosquiar
8510.30.00,- Aparelhos de depilar
8510.90,- Partes
8510.90.1,De aparelhos ou máquinas de barbear
8510.90.11,Lâminas
8510.90.19,Outras
8510.90.20,Pentes e contrapentes para máquinas de tosquiar
8510.90.90,Outras
85.11,"Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por centelha (faísca) ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque); geradores (por exemplo, dínamos e alternadores) e conjuntores-disjuntores utilizados com estes motores."
8511.10.00,- Velas de ignição
8511.20,- Magnetos; dínamos-magnetos; volantes magnéticos
8511.20.10,Magnetos
8511.20.90,Outros
8511.30,- Distribuidores; bobinas de ignição
8511.30.10,Distribuidores
8511.30.20,Bobinas de ignição
8511.40.00,"- Motores de arranque, mesmo funcionando como geradores"
8511.50,- Outros geradores
8511.50.10,Dínamos e alternadores
8511.50.90,Outros
8511.80,- Outros aparelhos e dispositivos
8511.80.10,Velas de aquecimento
8511.80.20,Reguladores de voltagem (conjuntores-disjuntores)
8511.80.30,Ignição eletrônica digital
8511.80.90,Outros
8511.90.00,- Partes
85.12,"Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 85.39), limpadores de para-brisas, degeladores e desembaçadores elétricos, do tipo utilizado em ciclos ou automóveis."
8512.10.00,- Aparelhos de iluminação ou de sinalização visual do tipo utilizado em bicicletas
8512.20,- Outros aparelhos de iluminação ou de sinalização visual
8512.20.1,Aparelhos de iluminação
8512.20.11,Faróis
8512.20.19,Outros
8512.20.2,Aparelhos de sinalização visual
8512.20.21,Luzes fixas
8512.20.22,Luzes indicadoras de manobras
8512.20.23,Caixas de luzes combinadas
8512.20.29,Outros
8512.30.00,- Aparelhos de sinalização acústica
8512.40,"- Limpadores de para-brisas, degeladores e desembaçadores"
8512.40.10,Limpadores de para-brisas
8512.40.20,Degeladores e desembaçadores
8512.90.00,- Partes
85.13,"Lanternas elétricas portáteis concebidas para funcionar por meio de sua própria fonte de energia (por exemplo, de pilhas, de acumuladores, de magnetos), excluindo os aparelhos de iluminação da posição 85.12."
8513.10,- Lanternas
8513.10.10,Manuais
8513.10.90,Outras
8513.90.00,- Partes
85.14,"Fornos elétricos industriais ou de laboratório, incluindo os que funcionam por indução ou por perdas dielétricas; outros aparelhos industriais ou de laboratório para tratamento térmico de matérias por indução ou por perdas dielétricas."
8514.1,- Fornos de resistência (de aquecimento indireto):
8514.11.00,-- Prensas isostáticas a quente
8514.19.00,-- Outros
8514.20,- Fornos que funcionam por indução ou por perdas dielétricas
8514.20.1,Por indução
8514.20.11,Industriais
8514.20.19,Outros
8514.20.20,Por perdas dielétricas
8514.3,- Outros fornos:
8514.31.00,-- Fornos de feixe de elétrons
8514.32.00,-- Fornos de plasma e fornos de arco a vácuo
8514.39.00,-- Outros
8514.40.00,- Outros aparelhos para tratamento térmico de matérias por indução ou por perdas dielétricas
8514.90.00,- Partes
85.15,"Máquinas e aparelhos para soldar (mesmo de corte) elétricos (incluindo os a gás aquecido eletricamente), a laser ou outros feixes de luz ou de fótons, a ultrassom, a feixes de elétrons, a impulsos magnéticos ou a jato de plasma; máquinas e aparelhos elétricos para projeção a quente de metais ou de cermets."
8515.1,- Máquinas e aparelhos para soldadura forte ou fraca:
8515.11.00,-- Ferros e pistolas
8515.19.00,-- Outros
8515.2,- Máquinas e aparelhos para soldar metais por resistência:
8515.21.00,-- Inteira ou parcialmente automáticos
8515.29.00,-- Outros
8515.3,- Máquinas e aparelhos para soldar metais por arco ou jato de plasma:
8515.31,-- Inteira ou parcialmente automáticos
8515.31.10,"Robôs para soldar, por arco, em atmosfera inerte (MIG - Metal Inert Gas) ou atmosfera ativa (MAG - Metal Active Gas), de comando numérico"
8515.31.90,Outros
8515.39.00,-- Outros
8515.80,- Outras máquinas e aparelhos
8515.80.10,Para soldar a laser
8515.80.90,Outros
8515.90.00,- Partes
85.16,"Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes; aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45."
8516.10.00,"- Aquecedores elétricos de água, incluindo os de imersão"
8516.2,"- Aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes:"
8516.21.00,-- Radiadores de acumulação
8516.29.00,-- Outros
8516.3,- Aparelhos eletrotérmicos para arranjos do cabelo ou para secar as mãos:
8516.31.00,-- Secadores de cabelo
8516.32.00,-- Outros aparelhos para arranjos do cabelo
8516.33.00,-- Aparelhos para secar as mãos
8516.40.00,- Ferros elétricos de passar
8516.50.00,- Fornos de micro-ondas
8516.60.00,"- Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras"
8516.7,- Outros aparelhos eletrotérmicos:
8516.71.00,-- Aparelhos para preparação de café ou de chá
8516.72.00,-- Torradeiras de pão
8516.79,-- Outros
8516.79.10,Panelas
8516.79.20,Fritadoras
8516.79.90,Outros
8516.80,- Resistências de aquecimento
8516.80.10,Para aparelhos da presente posição
8516.80.90,Outras
8516.90.00,- Partes
85.17,"Aparelhos telefônicos, incluindo os telefones inteligentes (smartphones) e outros telefones para redes celulares ou para outras redes sem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (longa distância) (WAN)), exceto os aparelhos das posições 84.43, 85.25, 85.27 ou 85.28."
8517.1,"- Aparelhos telefônicos, incluindo os telefones inteligentes (smartphones) e outros telefones para redes celulares ou para outras redes sem fio:"
8517.11.00,-- Aparelhos telefônicos por fio com unidade auscultador-microfone sem fio
8517.13.00,-- Telefones inteligentes (smartphones)
8517.14,-- Outros telefones para redes celulares ou para outras redes sem fio
8517.14.10,"De radiotelefonia, analógicos"
8517.14.3,"De redes celulares, exceto por satélite"
8517.14.31,Portáteis
8517.14.32,"Fixos, sem fonte própria de energia"
8517.14.39,Outros
8517.14.4,De telecomunicações por satélite
8517.14.41,"Digitais, operando em banda C, Ku, L ou S"
8517.14.49,Outros
8517.14.90,Outros
8517.18,-- Outros
8517.18.30,Não combinados com outros aparelhos
8517.18.90,Outros
8517.6,"- Outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (longa distância) (WAN)):"
8517.61,-- Estações-base
8517.61.30,De telefonia celular
8517.61.4,De telecomunicação por satélite
8517.61.41,"Principal terrena fixa, sem conjunto antena-refletor"
8517.61.42,"VSAT (Very Small Aperture Terminal), sem conjunto antena-refletor"
8517.61.43,"Digitais, operando em banda C, Ku, L ou S"
8517.61.49,Outras
8517.61.9,Outras
8517.61.91,"Digitais, de frequência igual ou superior a 15 GHz e inferior ou igual a 23 GHz e taxa de transmissão inferior ou igual a 8 Mbit/s"
8517.61.92,"Digitais, de frequência superior a 23 GHz"
8517.61.99,Outras
8517.62,"-- Aparelhos para recepção, conversão, transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento"
8517.62.1,Concentradores de linhas de assinantes (terminais de central ou terminal remoto) e multiplexadores
8517.62.14,Concentradores de linhas de assinantes (terminais de central ou terminal remoto)
8517.62.15,Multiplexadores
8517.62.2,Aparelhos para comutação de linhas telefônicas
8517.62.21,"Centrais automáticas públicas, incluindo as de trânsito"
8517.62.29,Outros
8517.62.3,Outros aparelhos para comutação
8517.62.34,Aparelhos para comutação de pacotes de dados (switches)
8517.62.39,Outros
8517.62.4,"Roteadores digitais, em redes mesmo com fio"
8517.62.41,Com capacidade de conexão sem fio
8517.62.49,Outros
8517.62.5,"Outros aparelhos para recepção, transmissão ou regeneração de voz, imagens ou outros dados em rede com fio"
8517.62.51,Terminais ou repetidores sobre linhas metálicas
8517.62.52,"Terminais ou repetidores sobre linhas de fibras ópticas, com velocidade de transmissão superior a 2,5 Gbit/s"
8517.62.53,"Terminais de texto que operem com código de transmissão Baudot, providos de teclado alfanumérico e visor, mesmo com telefone incorporado"
8517.62.54,Distribuidores de conexões para redes (hubs)
8517.62.55,Moduladores-demoduladores (modems)
8517.62.56,Interfones
8517.62.59,Outros
8517.62.6,Aparelhos emissores com receptor incorporado de tecnologia celular ou por satélite
8517.62.62,De tecnologia celular
8517.62.64,"Por satélite, digitais, operando em banda C, Ku, L ou S"
8517.62.65,"Outros, por satélite"
8517.62.7,"Outros aparelhos emissores com receptor incorporado, digitais"
8517.62.72,"De frequência inferior a 15 GHz e de taxa de transmissão inferior ou igual a 34 Mbit/s, exceto os interfones"
8517.62.73,Interfones
8517.62.77,"Outros, de frequência inferior a 15 GHz"
8517.62.78,"De frequência igual ou superior a 15 GHz, mas inferior ou igual a 23 GHz e taxa de transmissão inferior ou igual a 8 Mbit/s"
8517.62.79,Outros
8517.62.9,Outros
8517.62.91,Aparelhos transmissores (emissores)
8517.62.94,Tradutores (conversores) de protocolos para interconexão de redes (gateways)
8517.62.96,"Outros, analógicos"
8517.62.99,Outros
8517.69.00,-- Outros
8517.7,- Partes:
8517.71,-- Antenas e refletores de antenas de qualquer tipo; partes reconhecíveis como de utilização conjunta com esses artigos
8517.71.10,Antenas próprias para telefones celulares portáteis
8517.71.90,Outras
8517.79.00,-- Outras
85.18,"Microfones e seus suportes; alto-falantes (altifalantes), mesmo montados nas suas caixas (colunas); fones de ouvido (auscultadores e auriculares*), mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes (altifalantes); amplificadores elétricos de audiofrequência; aparelhos elétricos de amplificação de som."
8518.10,- Microfones e seus suportes
8518.10.10,Piezelétricos próprios para aparelhos telefônicos
8518.10.90,Outros
8518.2,"- Alto-falantes (altifalantes), mesmo montados nas suas caixas (colunas):"
8518.21.00,-- Alto-falante (altifalante) único montado na sua caixa (coluna)
8518.22.00,-- Alto-falantes (altifalantes) múltiplos montados na mesma caixa (coluna)
8518.29,-- Outros
8518.29.10,Piezelétricos próprios para aparelhos telefônicos
8518.29.90,Outros
8518.30.00,"- Fones de ouvido (Auscultadores e auriculares*), mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes (altifalantes)"
8518.40.00,- Amplificadores elétricos de audiofrequência
8518.50.00,- Aparelhos elétricos de amplificação de som
8518.90,- Partes
8518.90.10,De alto-falantes (altifalantes)
8518.90.90,Outras
85.19,Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som.
8519.20.00,"- Aparelhos que funcionem por introdução de moedas, notas (papéis-moeda), cartões de banco, fichas ou por outros meios de pagamento"
8519.30.00,- Pratos de toca-discos (gira-discos*)
8519.8,- Outros aparelhos:
8519.81,"-- Que utilizem um suporte magnético, óptico ou de semicondutor"
8519.81.10,Com sistema de leitura óptica por laser (leitores de discos compactos)
8519.81.20,Gravadores de som de cabinas de aeronaves
8519.81.90,Outros
8519.89.00,-- Outros
85.21,"Aparelhos de gravação ou de reprodução de vídeo, mesmo incorporando um receptor de televisão."
8521.10,- De fita magnética
8521.10.10,"Gravador-reprodutor, sem sintonizador"
8521.10.8,"Outros, para fitas de largura inferior a 19,05 mm (3/4'')"
8521.10.81,"Em cassete, de largura de fita igual a 12,65 mm (1/2'')"
8521.10.89,Outros
8521.10.90,"Outros, para fitas de largura igual ou superior a 19,05 mm (3/4'')"
8521.90.00,- Outros
85.22,Partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 85.19 ou 85.21.
8522.10.00,- Fonocaptores
8522.90.00,- Outros
85.23,"Discos, fitas, dispositivos de armazenamento de dados não voláteis à base de semicondutores, ""cartões inteligentes"" e outros suportes para gravação de som ou para gravações semelhantes, mesmo gravados, incluindo as matrizes e moldes galvânicos para fabricação de discos, exceto os produtos do Capítulo 37."
8523.2,- Suportes magnéticos:
8523.21,-- Cartões com tarja (banda) magnética
8523.21.10,Não gravados
8523.21.20,Gravados
8523.29,-- Outros
8523.29.1,Discos magnéticos
8523.29.11,Do tipo utilizado em unidades de discos rígidos
8523.29.19,Outros
8523.29.90,Outros
8523.4,- Suportes ópticos:
8523.41,-- Não gravados
8523.41.10,Discos para sistema de leitura por raios laser com possibilidade de serem gravados uma única vez
8523.41.90,Outros
8523.49,-- Outros
8523.49.10,Para reprodução apenas do som
8523.49.20,Para reprodução de fenômenos diferentes do som ou da imagem
8523.49.90,Outros
8523.5,- Suportes de semicondutor:
8523.51,-- Dispositivos de armazenamento de dados não voláteis à base de semicondutores
8523.51.10,Cartões de memória (memory cards)
8523.51.90,Outros
8523.52,"-- ""Cartões inteligentes"""
8523.52.10,Cartões e etiquetas de acionamento por aproximação
8523.52.90,Outros
8523.59.00,-- Outros
8523.80.00,- Outros
